,FIPS,hh_income,house_value,State,County,Tract_ID
2207,36085001700,55323.0,667000.0,NEW YORK,Staten Island,001700
2208,36085001800,78295.0,759977.6464903357,NEW YORK,Staten Island,001800
2209,36085002001,68586.0,561500.0,NEW YORK,Staten Island,002001
2210,36085002002,80764.0,666800.0,NEW YORK,Staten Island,002002
2211,36085002100,61500.0,426200.0,NEW YORK,Staten Island,002100
2212,36085002700,30188.0,441700.0,NEW YORK,Staten Island,002700
2213,36085002900,41111.0,441300.0,NEW YORK,Staten Island,002900
2214,36085003300,99750.0,493500.0,NEW YORK,Staten Island,003300
2215,36085003600,105714.0,594800.0,NEW YORK,Staten Island,003600
2216,36085003900,85221.0,759977.6464903357,NEW YORK,Staten Island,003900
2217,36085004001,52204.0,788800.0,NEW YORK,Staten Island,004001
2218,36085004002,115632.0,424000.0,NEW YORK,Staten Island,004002
2219,36085004003,13855.0,759977.6464903357,NEW YORK,Staten Island,004003
2220,36085004004,84732.0,408500.0,NEW YORK,Staten Island,004004
2221,36085004700,101196.0,563500.0,NEW YORK,Staten Island,004700
2222,36085005000,75833.0,580700.0,NEW YORK,Staten Island,005000
2223,36085005901,77238.0,660900.0,NEW YORK,Staten Island,005901
2225,36085006400,61154.0,629000.0,NEW YORK,Staten Island,006400
2226,36085006700,129722.0,685900.0,NEW YORK,Staten Island,006700
2227,36085007001,67679.0,516900.0,NEW YORK,Staten Island,007001
2228,36085007002,85380.0,533900.0,NEW YORK,Staten Island,007002
2229,36085007400,68264.0,487600.0,NEW YORK,Staten Island,007400
2230,36085007500,99324.0,584300.0,NEW YORK,Staten Island,007500
2231,36085007700,80761.0,395800.0,NEW YORK,Staten Island,007700
2232,36085008100,55694.0,486600.0,NEW YORK,Staten Island,008100
2233,36085009601,101625.0,604200.0,NEW YORK,Staten Island,009601
2234,36085009602,76484.0,600200.0,NEW YORK,Staten Island,009602
2235,36085009701,106075.0,555400.0,NEW YORK,Staten Island,009701
2237,36085010500,86250.0,551400.0,NEW YORK,Staten Island,010500
2238,36085011201,95586.0,532400.0,NEW YORK,Staten Island,011201
2239,36085011203,75071.0,534500.0,NEW YORK,Staten Island,011203
2240,36085011204,155270.0,759977.6464903357,NEW YORK,Staten Island,011204
2241,36085011401,75284.0,501200.0,NEW YORK,Staten Island,011401
2242,36085011402,88781.0,582000.0,NEW YORK,Staten Island,011402
2243,36085012100,149750.0,626600.0,NEW YORK,Staten Island,012100
2244,36085012200,93777.0,640200.0,NEW YORK,Staten Island,012200
2245,36085012500,111434.0,565600.0,NEW YORK,Staten Island,012500
2246,36085012804,84706.0,533900.0,NEW YORK,Staten Island,012804
2247,36085012805,114591.0,540800.0,NEW YORK,Staten Island,012805
2248,36085012806,56345.0,505300.0,NEW YORK,Staten Island,012806
2249,36085013201,120872.0,669900.0,NEW YORK,Staten Island,013201
2250,36085013203,116755.0,647900.0,NEW YORK,Staten Island,013203
2251,36085013204,97752.0,602900.0,NEW YORK,Staten Island,013204
2252,36085013301,16250.0,759977.6464903357,NEW YORK,Staten Island,013301
2253,36085013302,93929.0,422500.0,NEW YORK,Staten Island,013302
2254,36085013400,79412.0,592200.0,NEW YORK,Staten Island,013400
2255,36085013800,132261.0,637100.0,NEW YORK,Staten Island,013800
2256,36085014100,59825.0,415600.0,NEW YORK,Staten Island,014100
2257,36085014604,125750.0,595900.0,NEW YORK,Staten Island,014604
2258,36085014605,120351.0,601400.0,NEW YORK,Staten Island,014605
2259,36085014606,92012.0,467000.0,NEW YORK,Staten Island,014606
2260,36085014607,109427.0,617400.0,NEW YORK,Staten Island,014607
2261,36085014608,114205.0,572200.0,NEW YORK,Staten Island,014608
2262,36085014700,103646.0,629500.0,NEW YORK,Staten Island,014700
2263,36085015100,104191.0,543300.0,NEW YORK,Staten Island,015100
2265,36085015601,125774.0,609500.0,NEW YORK,Staten Island,015601
2266,36085015602,123291.0,629300.0,NEW YORK,Staten Island,015602
2267,36085015603,74656.0,532200.0,NEW YORK,Staten Island,015603
2268,36085016901,136506.0,600200.0,NEW YORK,Staten Island,016901
2269,36085017005,101509.0,697500.0,NEW YORK,Staten Island,017005
2270,36085017007,93634.0,427400.0,NEW YORK,Staten Island,017007
2271,36085017009,91641.0,736200.0,NEW YORK,Staten Island,017009
2272,36085017011,119352.0,617300.0,NEW YORK,Staten Island,017011
2273,36085017012,103068.0,611500.0,NEW YORK,Staten Island,017012
2274,36085017013,81611.0,433800.0,NEW YORK,Staten Island,017013
2275,36085017014,97692.0,463400.0,NEW YORK,Staten Island,017014
2276,36085017015,126588.0,640000.0,NEW YORK,Staten Island,017015
2277,36085017016,113068.0,577100.0,NEW YORK,Staten Island,017016
2278,36085017300,39974.0,655600.0,NEW YORK,Staten Island,017300
2279,36085017600,160870.0,870000.0,NEW YORK,Staten Island,017600
2280,36085017701,144375.0,794400.0,NEW YORK,Staten Island,017701
2281,36085017702,101608.0,700900.0,NEW YORK,Staten Island,017702
2282,36085018100,91592.0,829900.0,NEW YORK,Staten Island,018100
2283,36085018701,122148.0,593200.0,NEW YORK,Staten Island,018701
2284,36085018703,80778.0,627200.0,NEW YORK,Staten Island,018703
2285,36085018704,112091.0,629300.0,NEW YORK,Staten Island,018704
2286,36085018901,133946.0,591800.0,NEW YORK,Staten Island,018901
2287,36085018902,102219.0,632200.0,NEW YORK,Staten Island,018902
2288,36085019700,89868.0,592300.0,NEW YORK,Staten Island,019700
2289,36085019800,88013.0,775200.0,NEW YORK,Staten Island,019800
2290,36085020100,104750.0,481500.0,NEW YORK,Staten Island,020100
2291,36085020701,63750.0,420600.0,NEW YORK,Staten Island,020701
2292,36085020702,28523.0,362500.0,NEW YORK,Staten Island,020702
2293,36085020803,133630.0,677400.0,NEW YORK,Staten Island,020803
2294,36085020804,92500.0,671700.0,NEW YORK,Staten Island,020804
2295,36085020805,116765.0,439200.0,NEW YORK,Staten Island,020805
2296,36085020806,79744.0,712600.0,NEW YORK,Staten Island,020806
2297,36085021300,74141.0,442300.0,NEW YORK,Staten Island,021300
2298,36085022300,56696.0,318500.0,NEW YORK,Staten Island,022300
2299,36085022601,126364.0,622400.0,NEW YORK,Staten Island,022601
2300,36085022602,78730.62887067396,605200.0,NEW YORK,Staten Island,022602
2303,36085023100,80234.0,405200.0,NEW YORK,Staten Island,023100
2304,36085023900,74837.0,420300.0,NEW YORK,Staten Island,023900
2305,36085024401,118592.0,812100.0,NEW YORK,Staten Island,024401
2306,36085024402,117019.0,811000.0,NEW YORK,Staten Island,024402
2307,36085024700,74263.0,487500.0,NEW YORK,Staten Island,024700
2308,36085024800,125446.0,650600.0,NEW YORK,Staten Island,024800
2309,36085025100,112244.0,596500.0,NEW YORK,Staten Island,025100
2310,36085027301,87303.0,499400.0,NEW YORK,Staten Island,027301
2311,36085027302,81083.0,684200.0,NEW YORK,Staten Island,027302
2312,36085027702,82721.0,361100.0,NEW YORK,Staten Island,027702
2313,36085027704,79575.0,625600.0,NEW YORK,Staten Island,027704
2314,36085027705,95231.0,623200.0,NEW YORK,Staten Island,027705
2315,36085027706,73322.0,596200.0,NEW YORK,Staten Island,027706
2316,36085027900,128750.0,859600.0,NEW YORK,Staten Island,027900
2317,36085029102,89286.0,590200.0,NEW YORK,Staten Island,029102
2318,36085029104,104904.0,597600.0,NEW YORK,Staten Island,029104
2319,36085029105,97279.0,666400.0,NEW YORK,Staten Island,029105
2320,36085029106,127671.0,679900.0,NEW YORK,Staten Island,029106
2321,36085030301,95913.0,457600.0,NEW YORK,Staten Island,030301
2322,36085030302,85842.0,420500.0,NEW YORK,Staten Island,030302
2323,36085031901,78730.62887067396,288300.0,NEW YORK,Staten Island,031901
2324,36085031902,76066.0,381600.0,NEW YORK,Staten Island,031902
2325,36085032300,86471.0,237100.0,NEW YORK,Staten Island,032300
